Latitude,Longitude,State,District,Stunting,Wasting,Underweight
28.6139391,77.2090212,DL,West,37.4,17.7,31
15.5163112,73.9830029,GA,North Goa,21.4,17.5,23.8
15.11766,74.123996,GA,South  Goa,18.3,27.7,23.9
22.2587,71.1924,GJ,Ahmadabad,29.4,27.1,31
22.333526,77.1259275,GJ,Amreli,37.8,24.6,31.7
22.8011177,73.5594128,GJ,Anand,48.2,21.7,41.3
21.6031774,71.2220832,GJ,Banaskantha,40.7,21.6,43.1
21.6417069,69.6292654,GJ,Bharuch,41.5,29.4,44.2
21.7644725,72.1519304,GJ,Bhavnagar,48.4,26,44.4
21.522184,70.4578768,GJ,Dohad,44.4,24.9,50.8
24.3454739,71.7622481,GJ,Gandhinagar,36.5,29,42.7
22.750651,72.6846658,GJ,Jamnagar,27.9,31.3,29.3
23.8476704,72.9932969,GJ,Junagadh,27.9,30.4,27.2
22.5645,72.9289,GJ,Kachchh,40.8,31.4,39
23.8493246,72.1266255,GJ,Kheda,45.5,27.2,48.1
22.4707019,70.05773,GJ,Mahesena,40.5,25.3,41.9
22.3038945,70.8021599,GJ,Narmada,47.4,35.8,53.6
21.1702401,72.8310607,GJ,Navsari,38.9,26.8,37.4
20.5992349,72.9342451,GJ,Panchmahal,40.4,36.3,42.3
22.7738938,71.6673352,GJ,Patan,37.6,24.5,38.4
23.5879607,72.3693252,GJ,Porbandar,22.6,25.4,27.7
20.8253781,73.7007088,GJ,Rajkot,30.9,23.4,31.4
22.8379,74.2531,GJ,Sabarkantha,50.6,23.5,45.5
20.9467019,72.9520348,GJ,Surat,30,26.2,36.1
23.7337326,69.8597406,GJ,Surendranagar,45.5,27.7,45.9
21.7051358,72.9958748,GJ,Tapi,35.9,35.8,42.4
23.2156354,72.6369415,GJ,The Dangs,48.1,43,60
22.3071588,73.1812187,GJ,Vadodara,43.8,16.3,39.1
23.022505,72.5713621,GJ,Valsad,43.3,30.3,41.9
30.5628455,77.4701972,HP,Bilaspur,27.2,13.1,23.4
32.5533633,76.1258083,HP,Chamba,29.9,15,22.5
31.957851,77.1094597,HP,Hamirpur,29.3,12.6,19.4
31.4684,76.2708,HP,Kangra,25.6,11.3,23.3
30.9044857,77.0967357,HP,Kinnaur,18.4,12.4,15.9
31.5892,76.9182,HP,Kullu,19,11.3,11
32.0998031,76.2691006,HP,Lahul and Spiti,23,20.8,16.1
22.0796251,82.1391412,HP,Mandi,26.3,13.1,16.2
31.6861745,76.5213092,HP,Shimla,30.3,15,24.8
31.1048145,77.1734033,HP,Sirmaur,23.5,19.5,25.3
31.6509576,78.4751945,HP,Solan,27.6,17.5,29.4
32.6192107,77.3783789,HP,Una,22.6,10.7,14.6
28.2710192,76.1493891,HR,Ambala,19.8,37.9,32.9
29.6455185,75.6208088,HR,Bhiwani,35.1,15.7,26.9
28.7751693,75.9927652,HR,Faridabad,29.7,19.7,20.5
29.5335931,75.0177029,HR,Fatehabad,28.5,20.7,30
30.1290485,77.2673901,HR,Gurgaon,41.2,17.9,30.6
29.1491875,75.7216527,HR,Hisar,25.6,23.5,23.5
29.3211153,76.3058328,HR,Jhajjar,22.3,15.5,21
30.3781788,76.7766974,HR,Jind,26,26.7,29.3
28.0106916,77.0564464,HR,Kaithal,33.6,23.8,37.5
28.6175726,76.6874701,HR,Karnal,41,19.8,32.5
28.9930823,77.0150735,HR,Kurukshetra,31.9,24.1,27.1
28.1927631,76.6239423,HR,Mahendragarh,23.5,19.2,26.1
29.9695121,76.878282,HR,Mewat,52.3,17.2,40.2
28.1487362,77.3320262,HR,Palwal,34,21.4,27.5
29.7856734,76.3984537,HR,Panchkula,21.5,31.8,26.2
29.6856929,76.9904825,HR,Panipat,44.6,25.1,40.8
28.8955152,76.606611,HR,Rewari,27.8,18.3,23
28.4089123,77.3177894,HR,Rohtak,36.6,13.6,25.2
29.3909464,76.9635023,HR,Sirsa,34.2,22.5,30.1
30.6942091,76.860565,HR,Sonipat,40.2,21.6,30.4
28.4594965,77.0266383,HR,Yamunanagar,30,26.8,31.8
23.7956531,86.4303859,JH,Bokaro,39.8,36.9,50.8
23.6523678,85.56121,JH,Chatra,49.6,30.6,51.3
23.6692956,86.151112,JH,Deoghar,44.8,23.8,46
22.4866756,86.4996546,JH,Dhanbad,38.5,28.1,42.6
23.3440997,85.309562,JH,Dumka,43.8,41.4,53.5
23.9966213,85.3691068,JH,Garhwa,45.6,31.3,50.7
24.19135,86.2996368,JH,Giridih,45.8,23.6,40.6
23.9505496,86.8170132,JH,Godda,54,24.8,46
24.4676805,85.5933645,JH,Gumla,45.8,31.7,47.7
24.4763201,86.6913222,JH,Hazaribagh,49.3,24.5,47.1
24.6336908,87.8500644,JH,Jamtara,44.1,29.8,48.8
23.0441295,84.5379455,JH,Khunti,40.1,43,53.8
24.1526331,84.8567932,JH,Kodarma,42.4,20.3,42.2
23.0797595,85.2774207,JH,Latehar,44.2,29,44.2
24.1084558,83.6773928,JH,Lohardaga,41.7,28.9,48.1
25.2381216,87.6453592,JH,Pakur,51.8,24.2,46.9
23.4337504,84.6479124,JH,Palamu,45.4,23.8,43.9
23.7555791,84.3542049,JH,Pashchimi Singhbhum,59.4,37.5,66.9
24.2854664,87.2419299,JH,Purbi Singhbhum,39.3,40.6,49.8
22.3650858,85.4375574,JH,Ramgarh,38.7,30.3,46.3
24.1286106,84.1857115,JH,Ranchi,40.7,27.2,43.8
22.8561261,86.0121573,JH,Sahibganj,50.2,24.6,49.7
22.6151138,84.4959985,JH,Saraikela Kharsawan,45.1,23.3,52.6
24.8255215,87.2135177,JH,Simdega,39.2,36.7,47.9
33.766987,74.092468,JK,Anantnag,18.2,5.4,8.2
33.9348549,74.6400432,JK,Badgam,20.4,4.2,8.9
33.0803564,74.8364413,JK,Bandipore,20.5,6.2,9.9
34.5052269,74.6868815,JK,Baramula,28.6,14.5,12.8
33.6449908,75.018031,JK,Doda,36.2,13.2,18.8
33.7170033,74.8360918,JK,Ganderbal,24.4,4.6,8.3
33.7311255,75.1487007,JK,Jammu,23.2,13.7,16.6
34.3298401,75.0143824,JK,Kargil,39.6,6.8,20.3
33.3716143,74.315191,JK,Kathua,31.5,15.3,19.1
34.5261786,74.2546136,JK,Kishtwar,29.3,16.3,18.9
32.9159847,75.1416173,JK,Kulgam,20.9,7.4,10.2
32.3864799,75.5172688,JK,Kupwara,30.8,5.1,14.4
33.8716117,74.8945692,JK,Leh(Ladakh),20.6,12.4,16.8
34.1595145,74.3587473,JK,Pulwama,22.7,10.4,11.5
34.5538522,76.1348944,JK,Punch,27.6,17.7,22.2
34.0836708,74.7972825,JK,Rajouri,36.7,11.1,22.8
32.553,75.1108,JK,Ramban,33.6,16.2,18.8
33.3048817,75.201229,JK,Reasi,25.4,17.4,22.7
32.7266016,74.8570259,JK,Samba,19.6,5.2,9
33.1492,75.5475,JK,Shupiyan,22.8,8.5,11.1
33.3115906,75.7662195,JK,Srinagar,26.9,24.8,23.2
34.1525864,77.5770535,JK,Udhampur,43.1,13.2,27.4
17.9148799,77.5046101,KA,Bagalkot,47.3,24.6,44.6
16.2120031,77.3439283,KA,Bangalore Rural,28.7,22.8,26.5
16.1725355,75.6557206,KA,Bangalore,28.1,28.9,26.8
16.7601963,77.142764,KA,Belgaum,36.7,31.7,38.5
16.8301708,75.710031,KA,Bellary,49.5,26.9,53.3
15.4026326,75.6208088,KA,Bidar,42.8,23.6,39.4
14.2305594,76.3984537,KA,Bijapur,44.9,29.1,38.9
15.8496953,74.4976741,KA,Chamarajanagar,30.5,19.1,31.1
17.329731,76.8342957,KA,Chikkaballapura,37.7,17.2,28.5
15.3507081,76.1554311,KA,Chikmagalur,21.1,22.3,24.6
15.1393932,76.9214428,KA,Chitradurga,28.6,31.8,29.9
15.4589236,75.007808,KA,Dakshina Kannada,23.9,17.1,21.7
13.1362,78.1291,KA,Davanagere,46.4,22.4,41.9
13.2846993,77.6077865,KA,Dharwad,37.4,33.8,41.1
14.4644085,75.921758,KA,Gadag,34.8,43.1,38.1
12.2958104,76.6393805,KA,Gulbarga,52.2,34,56.7
13.9299299,75.568101,KA,Hassan,27,19.1,26.4
13.3408807,74.7421427,KA,Haveri,43.8,20.4,36.9
11.9261471,76.9437312,KA,Kodagu,29.8,16.4,25.7
12.8437814,75.2479061,KA,Kolar,32,18.4,27.7
14.7937065,74.6868815,KA,Koppal,55.8,26.4,49.9
14.7959027,75.3971254,KA,Mandya,18.6,23.2,20.3
13.0068142,76.0995519,KA,Mysore,25.1,17.3,24.9
13.432366,77.7280396,KA,Raichur,37.2,34.9,41.2
13.3391677,77.1139984,KA,Ramanagara,22,20.3,22.9
12.3374942,75.8069082,KA,Shimoga,35.3,14.3,30.6
12.9715987,77.5945627,KA,Tumkur,28.6,26.2,26
12.5221567,76.9009191,KA,Udupi,21.1,20.9,22.3
12.7094487,77.2807423,KA,Uttara Kannada,37.9,18.3,30.1
13.315258,75.7754018,KA,Yadgir,55.5,31.3,50.3
11.0509762,76.0710967,KL,Alappuzha,14.5,16.6,17.2
11.6853575,76.1319953,KL,Ernakulam,12.4,15.9,12
11.2587531,75.78041,KL,Idukki,15.1,24.2,14.8
12.5102239,74.9851678,KL,Kannur,25.3,10.2,10.5
10.7867303,76.6547932,KL,Kasaragod,18.7,9.7,13.9
8.8932118,76.6141396,KL,Kollam,14.4,18.8,14.2
8.5241391,76.9366376,KL,Kottayam,22,16.2,11.3
11.8744775,75.3703662,KL,Kozhikode,18,13.5,18.5
10.5276416,76.2144349,KL,Malappuram,26.3,22.3,17.3
9.9816358,76.2998842,KL,Palakkad,20.2,10.3,19.1
9.4980667,76.3388484,KL,Pathanamthitta,13.3,14.4,11.4
9.9188973,77.1024902,KL,Thiruvananthapuram,19.5,13.1,21.6
9.5915668,76.5221531,KL,Thrissur,20.8,15.3,14
9.2647582,76.7870414,KL,Wayanad,27.7,23.9,27.2
21.1458004,79.0881546,MH,Ahmadnagar,33.4,21.7,31.1
20.7002,77.0082,MH,Akola,41.2,22.7,39.3
19.1382514,77.3209555,MH,Amravati,38.1,24.7,33
18.4087934,76.5603828,MH,Aurangabad,38.6,20.8,36
19.9974533,73.7898023,MH,Bhandara,40.5,16.2,32.5
17.6599188,75.9063906,MH,Bid,37.8,29.5,36.9
19.2609958,76.776665,MH,Buldana,43.9,21.1,41.3
21.7468548,74.123996,MH,Chandrapur,32.2,31.3,40.3
20.3887937,78.1204073,MH,Dhule,39.6,30.3,47.5
20.9374238,77.7795513,MH,Gadchiroli,32.5,45.8,42.1
20.1119123,77.1312586,MH,Gondiya,34.7,29.7,40.1
20.9042201,74.7748979,MH,Hingoli,39.6,24.2,36.9
19.7173703,77.1493722,MH,Jalgaon,36.4,32.5,36.4
16.8523973,74.5814773,MH,Jalna,44.1,22.4,43.6
19.8761653,75.3433139,MH,Kolhapur,26.9,25.7,31.2
19.8296893,75.8800305,MH,Latur,34.7,22.5,34.5
20.745319,78.6021946,MH,Mumbai Suburban,21.3,20.3,28.9
19.4968732,80.2767327,MH,Mumbai,25.5,25.8,22.7
20.4560976,76.3637285,MH,Nagpur,33.9,25.6,33.6
16.7049873,74.2432527,MH,Nanded,40.4,20.1,34.4
21.1750113,79.6558242,MH,Nandurbar,47.6,39.8,55.4
18.9891,75.7601,MH,Nashik,43.5,32,42.9
21.4624491,80.2209773,MH,Osmanabad,43.3,21.9,44.5
19.9704597,79.3014845,MH,Parbhani,46.4,19.8,42.3
21.0076578,75.5626039,MH,Pune,22.4,23.4,25.6
19.0952075,74.7495916,MH,Raigarh,29.9,28.9,38.6
18.2069636,76.1783739,MH,Ratnagiri,28.3,22.3,28.9
19.2183307,72.9780897,MH,Sangli,23.3,17.5,24.8
21.8974003,83.3949632,MH,Satara,23.3,23.5,27.8
18.5204303,73.8567437,MH,Sindhudurg,25.9,19.6,25.2
17.6804639,74.018261,MH,Solapur,25.4,24.1,34.6
16.990215,73.3120233,MH,Thane,38.5,29.2,40.3
19.1538231,72.8751786,MH,Wardha,30.5,26.2,36.1
16.3492193,73.5594128,MH,Washim,41.1,32.5,42.9
19.0759837,72.8776559,MH,Yavatmal,47.4,28.8,49.1
25.3681768,91.7538817,ML,East Garo Hills,31.3,13.3,18.2
25.3300969,90.563609,ML,East Khasi Hills,48.5,11,30.4
25.5671692,90.5257823,ML,Jaintia Hills,50.8,15.8,34
25.5679372,90.2244662,ML,Ribhoi,51.6,9.4,30.8
25.5021272,92.341887,ML,South Garo Hills,16.8,36,32.6
25.8431574,91.985621,ML,West Garo Hills,30.6,21.5,26
25.5624625,91.2891036,ML,West Khasi Hills,51.1,17.2,30.3
24.5435506,93.9674371,MN,Bishnupur,24.7,6.9,13.7
23.0678795,87.3165222,MN,Chandel,36.1,7.5,13.2
24.7806536,93.9674371,MN,Churachandpur,35.7,6.6,11.3
24.7827837,93.8858955,MN,Imphal East,26.2,7.8,17.1
25.3203,94.1514,MN,Imphal West,21,4.7,8.4
24.1827,94.1514,MN,Senapati,35,8.2,14.7
24.9879342,93.495292,MN,Tamenglong,37.1,8.2,16.3
24.2993576,93.2583626,MN,Thoubal,30.1,7,17.9
24.9320611,94.479976,MN,Ukhrul,32.7,7.2,11.1
23.1793013,75.7849097,MP,Alirajpur,48.6,32.9,52.4
22.744108,77.736967,MP,Anuppur,33.5,30,40
22.7195687,75.8577258,MP,Ashoknagar,42.5,31.2,46.3
26.2182871,78.1828308,MP,Balaghat,32.1,32.4,41.5
21.3193875,76.2224273,MP,Barwani,52,28.3,55
23.181467,79.9864071,MP,Betul,34.7,34.1,45
22.3403431,74.4994517,MP,Bhind,47.6,30.6,49.8
21.8335244,75.6149893,MP,Bhopal,47.6,21,39.5
22.0363157,74.903339,MP,Burhanpur,50,20.1,46.1
24.6348,77.298,MP,Chhatarpur,42.7,18.9,41.3
21.8257334,76.352571,MP,Chhindwara,33.6,30.5,41.4
22.6012922,75.3024655,MP,Damoh,43.2,21,38
24.1992101,82.6645469,MP,Datia,48.9,26.2,46.9
24.076836,75.0692952,MP,Dewas,42,25.7,44.7
22.3355446,77.0996085,MP,Dhar,42.6,31.4,47.9
24.4763852,74.8624092,MP,Dindori,45.8,27.4,46.6
23.3301074,77.7842851,MP,Guna,43.4,33,51.2
22.057437,78.9381729,MP,Gwalior,42.8,28,48.5
22.9622672,76.0507949,MP,Harda,39.7,25.2,40.6
25.4357869,77.665066,MP,Hoshangabad,37.2,29.6,40.7
26.4934,77.991,MP,Indore,39.2,17.8,30.6
25.6845378,78.5660852,MP,Jabalpur,36.2,30.7,42.7
22.0868691,79.5434841,MP,Jhabua,45.6,24.4,43.6
23.2599333,77.412615,MP,Katni,45.5,23.8,43.1
23.205012,77.0850781,MP,Khandwa (East Nimar),43.6,21.5,46.8
23.0729222,81.7787021,MP,Khargone (West Nimar),48.3,21.2,44.7
23.4272938,76.2729839,MP,Mandla,36.9,33.5,49.8
25.67282,76.6961305,MP,Mandsaur,34,21.9,31.2
24.5373,81.3042,MP,Morena,47.7,29.5,52.2
22.946557,79.1943534,MP,Narsimhapur,37.9,21.9,35.3
23.3341696,75.0376325,MP,Neemuch,36.3,24.6,39.2
24.5775148,77.7318495,MP,Panna,42.3,24,40.8
