latitude,longitude,District,StateName,TotalPopulation,Households,Women,Men,Rural  Urban Classification,Sex ratio of the total population females per 1000 males,Sex ratio at birth for children born in the last five years females per 1000 males,Children under age 5 years whose birth was registered per,Households with electricity per,Households with an improved drinking  water source1 per,Households using improved sanitation facility2 per,Households using clean fuel for cooking3 per,Households using iodized salt per,Women who are literate per,Men who are literate per,Women with 10 or more years of schooling per,Women age 20  24 years married before age 18 years per,Men age 25  29 years married before age 21 years per,Women age 15  19 years who were already mothers or pregnant at the time of the survey per,Mothers who had antenatal check  up in the first trimester per,Mothers whose last birth was protected against neonatal tetanus7 per,Mothers who consumed iron folic acid for 100 days or more when they were pregnant per,Mothers who had full antenatal care8 per,Average out of pocket expenditure per delivery in public health facility Rs,Children born at home who were taken to a health facility for checkup within 24 hours of birth per,Institutional births per,Institutional births in public facility per,Children age 12 to 23 months fully immunized,Children age 12 to 23 months who have received 3 doses of polio vaccine per,Children age 12 to 23 months who have received 3 doses of Hepatitis B vaccine per,Prevalence of diarrhoea reported in the last 2 weeks preceding the survey per,Children with diarrhoea in the last 2 weeks who received oral rehydration salts ORS per,Children with diarrhoea in the last 2 weeks taken to a health facility per,Children under age 3 years breastfed within one hour of birth9 per,Children under age 6 months exclusively breastfed10 per,Children age 6  8 months receiving solid or semi  solid food and breastmilk10 per,Breastfeeding children age 6  23 months receiving an adequate diet1011 per,Non  breastfeeding children age 6  23 months receiving an adequate diet1011 per,Total children age 6  23 months receiving an adequate diet1011 per,Children under 5 years who are stunted height  for  age12 per,Children under 5 years who are wasted weight  for  height12 per,Children under 5 years who are severely wasted weight  for  height13 per,Children under 5 years who are underweight weight  for  age12 per,Women whose Body Mass Index BMI is below normal BMI lesser than 18.5 kg per m214 per,Men whose Body Mass Index BMI is below normal BMI  lesser than 18 point 5 kg per m2 per,Women who are overweight or obese BMI greater than equal to 25 kg per m214 per,Men who are overweight or obese BMI greater than equal to 25.0 kg per m2 per,Children age 6 to 59 months who are anaemic lesser than 11.0 g per dl per,Nonpregnant women age 15 to 49 years who are anaemic lesser than 12.0 g per dl per,Pregnant women age 15 to 49 years who are anaemic lesser than 11.0 g per dl per,All women age 15 to 49 years who are anaemic per,Men age 15 to 49 years who are anaemic  lesser than 13.0 g per dl per
28.9609653,79.5153773,Udham Singh Nagar,Uttarakhand,1648367,1770,2245,290,Both,941,948,70.8,96.1,97.6,56.2,52.6,96.3,66,83,36,19.6,42.4,4.8,46.4,86.9,16.6,5.8,2899,1.1,67.5,39.5,47.4,62.2,56.1,15,48.4,79.3,23.9,41.4,45.5,9.4,19.3,11.3,37.8,12,3.5,27.1,19.1,20.2,24.8,17.9,64.6,52.3,53,52.3,17.5
30.7268307,78.4354042,Uttarkashi,Uttarakhand,329686,878,994,139,Rural,1031,825,67.9,93.1,75.1,48.5,28.2,93.4,71.2,92.6,40.2,11.6,,5.4,43.8,93.2,28,9.6,2483,1.2,65.1,58.9,72,73.6,65,21.9,60.9,83.7,31.2,68.8,,6.1,,5.3,35.2,39.4,23.6,40.3,16.9,16.4,11.5,11.3,76.2,52.3,60.2,52.6,23.8
23.2312686,87.0783875,Bankura,West Bengal,3596292,820,939,143,Rural,1002,1145,97.5,89.4,96.4,29.5,16.3,88.8,65.2,83.7,23.2,38.3,,16.6,65.8,96.1,46.7,40.5,4896,3.4,85.6,71.5,96.2,98,92.1,5.1,,,54.1,,,23.5,,23,34,27,7.8,39.8,33.3,27.8,9.4,9,47.3,66.9,66.7,66.9,26.9
23.2324214,87.8614793,Barddhaman,West Bengal,7723663,827,986,134,Both,1013,1064,96.9,94.4,96.6,46.6,29.7,97.3,66.6,72.6,26.4,40.1,,14.4,68,90.9,35.9,29.2,2677,12.9,82.6,55.6,82.3,82.3,83.4,2.4,,,64.6,,,18.7,,20.5,32.5,25.8,8.6,33.7,24,26,17,12.2,44.2,63.8,51.8,63.3,24
23.8401675,87.6186379,Birbhum,West Bengal,3502387,834,950,149,Rural,968,865,97.7,96,97.4,28,15.5,94.2,62.1,86.2,22.1,52,,24.9,50.8,96.9,22.7,16.4,2579,3.6,86.3,74.1,91.4,92.9,92.9,5.6,,,54.6,,,31,,30.3,40.5,29.5,10.1,43.1,30.3,31.6,10.3,4.5,59,64.8,39.8,63.8,20.8
25.3715308,88.556531,Dakshin Dinajpur,West Bengal,1670931,801,867,132,Rural,1023,902,96.2,93.1,99.4,43.9,12.6,92.1,67.3,83.2,21.7,44.4,31.1,19.5,52.4,92.6,39.6,25.1,10075,5.6,79.5,72.8,83.2,85.4,86.8,8.4,,,43.4,,,14.7,,15.5,32.9,17.1,4.3,28.1,24.9,9.8,12,11.4,66.7,76.9,78.3,77,46
27.0360066,88.2626751,Darjiling,West Bengal,1842034,777,928,125,Both,992,1006,98.7,95.4,71,61,56.3,98.6,78,95,32.2,20.4,,10.1,81.2,96.6,42.4,33.6,4311,,94.5,76.3,84.2,92.2,87.4,4.4,,,37.7,,,8.6,,10.7,29.1,11.3,3.7,25.7,15.4,8.6,23.6,21.1,45.8,48.5,,48.3,9.3
22.5957689,88.2636394,Haora,West Bengal,4841638,793,930,126,Both,1001,974,96,97.8,96.5,60,47.2,97.5,78.4,89,33.1,24.4,,7.2,74.2,93.6,38.3,31.7,4738,,86.6,37.5,73.8,78,79.3,4.5,,,46.3,,,20,,20,34.6,14.6,4.4,28.4,16.5,20.1,25.9,17,56.8,58.6,40.2,58.1,29.3
22.896256,88.2461183,Hugli,West Bengal,5520389,792,871,99,Both,1055,904,96.5,95.2,98.5,54.6,30.8,98.8,76.3,85.8,26.2,31.9,,19.6,52.3,95.3,33.1,24.6,2648,,91.3,61.3,88.4,90.5,85.1,7.4,,,37.5,,,19.8,,19.3,30.1,18.5,4.7,28.7,18.3,18.9,29.9,17.2,53.3,64.2,,63.2,35.1
26.5214579,88.7195567,Jalpaiguri,West Bengal,3869675,808,899,124,Rural,969,908,96.9,89.9,85.2,49.2,27,92.1,64.2,74.5,22.7,32.7,,9.7,57,90.6,24,19.6,3622,,84,67.6,81.7,87.5,93,10.3,79.9,80.4,48.3,,,15.6,,14.6,31.2,17.7,7.6,24.6,26.1,17.4,14.8,10.6,71,67,,67,39.9
26.3452397,89.4482079,Koch Bihar,West Bengal,2822780,808,886,126,Rural,1008,1073,94.6,90,97.9,49.6,13.7,89.4,66.8,80.8,20.9,41.2,,23.6,58,94.4,20.3,17.4,6268,7.8,81.2,68.9,76.6,82.7,85,5.3,,,39.4,57.6,,15.9,,17.7,32.9,20.1,7.8,29.3,24.8,19.8,9.7,9.5,58.2,69.3,65.3,69.1,40.7
22.572646,88.363895,Kolkata,West Bengal,4486679,749,803,95,Urban,921,1020,95.7,99.8,96.2,50.2,69.6,98.5,80.8,84.3,49.6,13.1,,4.8,76.2,92.4,42.2,32.9,20845,,95,72.6,66.7,81.4,81.4,6.1,,,47.8,,,11.9,,13.6,24.2,17.4,4.7,19.6,7.3,17.2,40.7,42.8,70.2,46.7,,46.4,24.6
25.0557268,88.1364591,Maldah,West Bengal,3997970,815,911,129,Rural,1019,881,93,94.1,82.9,44,15.8,93.6,64.2,71.7,19.2,54.8,,24.9,42.5,95.3,19.3,12.2,2969,0,55,48.3,69.5,77.1,78.3,5.6,,,43.3,63.7,,6.5,,6,37.8,22.8,8.9,37.2,23.9,15.4,12,12.5,55.2,59.3,53.1,59,24.3
24.1759039,88.2801785,Murshidabad,West Bengal,7102430,830,1006,145,Rural,1083,1075,98.9,92.5,97.5,50.6,19.2,93.5,66.1,85.1,22.2,52.6,,29.5,49.1,99.3,22.7,17.1,31481,3.9,63.8,55,78.9,83.5,83.2,7.1,60,59.9,45.5,,,14.2,,13.4,41.9,17.5,4.6,34.6,21.1,19.7,14.8,11.4,46.7,58.1,47.5,57.5,28.6
23.4709656,88.556531,Nadia,West Bengal,5168488,836,928,143,Rural,1015,812,98,95.6,95,68.5,28.2,95.8,73.7,79.7,24.6,40.5,33.1,21.9,68.3,98.7,36.3,33.6,3143,,93.1,69.6,93.2,94.8,91.7,3.6,,,50.8,,,32.2,,32.8,23.3,10.7,2.4,19.3,11.9,15.6,24.9,11.6,36.6,57.4,45.8,57.1,27.4
22.6168099,88.402895,North Twenty Four Parganas,West Bengal,10082852,800,872,107,Both,981,803,99.3,97,92,69,50.7,97.3,82.9,80.9,35.2,36,,18.7,52,99.5,21.5,16.9,4259,0,86.9,64.3,88.7,92,90.9,5.5,,,33.3,,,11.3,,13.9,23.8,13.6,6.2,18.3,11.5,17.4,28.9,16.5,53.5,62.6,,62.7,30
22.4080376,87.3810727,Paschim Medinipur,West Bengal,5943300,805,1013,114,Rural,1050,862,96.5,95.7,96.5,40.9,13.9,91.8,70.7,82.9,24.3,52.1,,15.6,49.7,96.4,26,20.6,2725,4.6,77.7,61.8,92.2,96.1,82.3,5.3,,,48.1,,,32.3,,31.8,29.4,28,9.1,40.3,29.9,26.6,15.6,12.4,53,67.3,58.1,67,36.1
21.9372879,87.7763333,Purba Medinipur,West Bengal,5094238,800,925,140,Rural,991,998,99,97.5,98.9,66.9,10.9,86.6,76.1,89.3,28.6,43.1,,19.6,41.9,98,29.7,23.1,19550,1.7,74.1,45,92.6,92.6,95.1,7.5,,,28,,,16.4,,17.4,29.9,24.5,5.7,32.8,19.4,8.3,20.9,19.2,42.5,59.3,52.9,59,27.2
23.3322026,86.3616405,Puruliya,West Bengal,2927965,815,1012,133,Rural,983,998,95.9,79.3,82.7,12.3,6.8,93.9,48.1,76.5,15.7,38.3,,21.7,52.5,89.9,34.9,23.5,1625,8,72.9,68.2,87.4,89.8,92.2,6.3,,,59.4,50.7,61.9,15.7,,18.6,45.5,34.6,11.3,58.2,47.5,24.5,4.7,8.7,66.8,79.9,80.7,80,44.9
22.1352378,88.4016041,South Twenty Four Parganas,West Bengal,8153176,792,930,106,Rural,1037,1067,98.5,87.4,97.7,51.7,19.3,94.6,74.6,76.9,22.8,49.7,,19.3,49.5,96,23.7,16.2,3742,5.1,52.1,35.8,94.8,94.8,91.7,5.9,,,59.3,,,23.4,,24.8,27.3,20.1,5.9,27.9,18.9,23.1,22.6,9.7,65.2,67.6,50.2,66.8,35.4
25.9810393,88.050979,Uttar Dinajpur,West Bengal,3000849,825,1012,132,Rural,1023,937,88.5,90,97.5,31.8,12.3,97.3,51.1,65.1,17,39.1,22.8,17.4,36.9,88.2,6.1,4.3,3700,3.8,47,37.6,66,74.4,71.1,7.9,67.6,74.1,44.2,67.8,,15.2,,15.2,40.4,14,5.6,34.7,25.7,17.4,11.1,8,64.4,61.7,69.7,62.1,38
