latitude,longitude,District,StateName,TotalPopulation,Households,Women,Men,Rural  Urban Classification,Sex ratio of the total population females per 1000 males,Sex ratio at birth for children born in the last five years females per 1000 males,Children under age 5 years whose birth was registered per,Households with electricity per,Households with an improved drinking  water source1 per,Households using improved sanitation facility2 per,Households using clean fuel for cooking3 per,Households using iodized salt per,Women who are literate per,Men who are literate per,Women with 10 or more years of schooling per,Women age 20  24 years married before age 18 years per,Men age 25  29 years married before age 21 years per,Women age 15  19 years who were already mothers or pregnant at the time of the survey per,Mothers who had antenatal check  up in the first trimester per,Mothers whose last birth was protected against neonatal tetanus7 per,Mothers who consumed iron folic acid for 100 days or more when they were pregnant per,Mothers who had full antenatal care8 per,Average out of pocket expenditure per delivery in public health facility Rs,Children born at home who were taken to a health facility for checkup within 24 hours of birth per,Institutional births per,Institutional births in public facility per,Children age 12 to 23 months fully immunized,Children age 12 to 23 months who have received 3 doses of polio vaccine per,Children age 12 to 23 months who have received 3 doses of Hepatitis B vaccine per,Prevalence of diarrhoea reported in the last 2 weeks preceding the survey per,Children with diarrhoea in the last 2 weeks who received oral rehydration salts ORS per,Children with diarrhoea in the last 2 weeks taken to a health facility per,Children under age 3 years breastfed within one hour of birth9 per,Children under age 6 months exclusively breastfed10 per,Children age 6  8 months receiving solid or semi  solid food and breastmilk10 per,Breastfeeding children age 6  23 months receiving an adequate diet1011 per,Non  breastfeeding children age 6  23 months receiving an adequate diet1011 per,Total children age 6  23 months receiving an adequate diet1011 per,Children under 5 years who are stunted height  for  age12 per,Children under 5 years who are wasted weight  for  height12 per,Children under 5 years who are severely wasted weight  for  height13 per,Children under 5 years who are underweight weight  for  age12 per,Women whose Body Mass Index BMI is below normal BMI lesser than 18.5 kg per m214 per,Men whose Body Mass Index BMI is below normal BMI  lesser than 18 point 5 kg per m2 per,Women who are overweight or obese BMI greater than equal to 25 kg per m214 per,Men who are overweight or obese BMI greater than equal to 25.0 kg per m2 per,Children age 6 to 59 months who are anaemic lesser than 11.0 g per dl per,Nonpregnant women age 15 to 49 years who are anaemic lesser than 12.0 g per dl per,Pregnant women age 15 to 49 years who are anaemic lesser than 11.0 g per dl per,All women age 15 to 49 years who are anaemic per,Men age 15 to 49 years who are anaemic  lesser than 13.0 g per dl per
7.1205395,93.7841503,Nicobars,Andaman and Nicobar,42068,813,1019,164,Rural,957,1060,99.3,99.4,99.8,86.8,39.3,99.7,78.8,91.3,43.7,7.3,,3.8,62,92.4,19,16.6,1787,,96.1,96.1,45.5,56.8,44.4,5.1,,,34.9,,,10.2,,9,20.3,7.4,2.3,10.5,4.5,4.6,18.7,31.7,50.5,54.5,,55.1,26.5
12.6519,92.8976,North  & Middle Andaman,Andaman and Nicobar,314084,796,842,128,Rural,951,975,99.6,92.5,90.3,49.8,35.5,99.4,77.9,82.8,39.2,25.9,,6.5,83.7,96.2,45.5,43.5,1082,,95,91.5,89.1,93.6,93.6,4.9,,,43.9,,,18.3,,20.7,32.5,31.7,18.5,33.5,14.5,8.4,30,43.2,47.3,65.1,51.5,64.7,24.8
11.8311681,92.6586401,South Andaman,Andaman and Nicobar,314084,804,950,119,Both,989,794,97,98.7,95.5,83.6,77.3,99.2,86.9,91,53.2,14.7,,3.9,62.5,89.9,67.8,61.6,1279,,97.4,92.2,69.1,82.3,82.3,5.5,,,41.7,,,11.5,,11.9,20.1,15.6,4,18.5,13.4,9.4,33.7,36.5,49.6,67,,67,34.3
14.6818877,77.6005911,Anantapur,Andra Pradesh,4083315,784,795,100,Rural,1000,1196,89.4,99.1,61.3,46.5,65.9,77.8,58.2,86.5,30.8,29.6,,5.2,86.2,88.9,59.6,47,3509,,89.9,46.9,76.3,83.2,79.5,4.4,,,51.3,,,16.3,,16.4,40.3,15.2,4.5,39.3,20.2,20.2,26.5,28.8,53,52.8,,52.7,22.6
13.217176,79.1003289,Chittoor,Andra Pradesh,4170468,773,740,95,Rural,1079,1168,86.4,98.6,65.3,39.7,59.3,83.8,67.7,87.5,39,25.9,,14.7,72,94.7,64.1,45.3,1686,,94,53,67.7,74.6,65.1,2.8,,,45.6,,,3.7,,4.4,31.4,18.1,4.6,32.4,21,16.8,28.5,30.8,46.6,48.4,58.8,48.8,20.3
17.32125,82.0407137,East Godavari,Andra Pradesh,5151549,803,802,125,Rural,927,1008,84.3,99.1,82.1,56.8,50.3,82.3,71.7,83.3,35.5,30.3,,12.8,85.5,94.6,56.6,44.1,1843,,96.9,41.6,60.3,70.3,59.1,12.3,52.3,81.4,42.9,,,6.3,,6.7,27.7,15.3,3,27.1,15.9,12.8,36.4,28,63.1,64.9,56.2,64.6,34.3
16.3066525,80.4365402,Guntur,Andra Pradesh,4889230,789,761,104,Both,1015,637,90.6,99.5,74.9,63.2,79.7,82.5,60.4,76.6,30,39.1,,13.6,82.4,94.6,36.7,32.6,1267,,97.5,35.2,61.7,70.4,68.9,9.7,,,44.3,,,11.8,,10.9,22.1,17.9,9.8,29.1,11.3,15.4,45.1,39,68.1,59,33.6,57.9,24.9
16.6099914,80.7214417,Krishna,Andra Pradesh,4529009,798,836,112,Both,1037,900,83.6,99,70,63.2,73.3,90.5,72.3,88.4,38.8,31.9,,8.9,89,99,70.1,60.7,2183,,96.4,36.8,74.1,74.1,80.8,5.9,,,37.7,,,7.4,,6.2,22.6,20.7,5.1,27.7,13.5,12.4,45.5,46.6,58.1,59.7,,59.4,22.6
15.8281257,78.0372792,Kurnool,Andra Pradesh,4046601,799,899,141,Rural,1021,816,73.3,99.7,81.7,52.9,63.7,74.7,51.8,70.8,24.9,42.9,,12.9,80.7,94.4,52.9,37.3,1310,4.9,75.5,36,66.1,73.7,73.7,2.5,,,32,88.9,,0,,1.4,44.1,18.8,4.7,37.5,21.6,13.6,24.9,31.7,54.5,54.6,51.8,54.5,26.6
15.348463,79.560344,Prakasam,Andra Pradesh,3392764,800,785,102,Rural,1016,799,68.9,97.7,58.2,53.6,65.9,76.4,54.6,74,28.5,44.5,,17.1,73.5,97,48.2,38.2,1616,,91.4,29.2,64,68.3,57.6,11.3,56.9,82.7,30.9,,,7.4,,11.3,28.2,15.3,3.6,30.3,16.9,13.4,32.5,33.6,56.3,57.7,57.9,57.7,23.4
14.2580848,79.9192702,Sri Potti Sriramulu Nellore,Andra Pradesh,2966082,803,855,108,Rural,1039,1156,80.7,97.9,67.7,52.7,57.1,82.2,61.4,80.1,32.7,38.5,,11.8,87.7,95.5,67.3,55.7,2436,,96,26.3,47.7,61.1,54.9,1.2,,,29.3,71.7,,4.1,,8.7,29.4,16.9,4.3,28.7,17,17.5,35,32,50.4,59.1,59.2,59.1,41.3
18.294846,83.8937761,Srikakulam,Andra Pradesh,2699471,784,815,104,Rural,1028,933,89.3,97.3,75.7,33.2,38,80,50,79.7,34.7,22.8,,11.7,82.2,99.4,65.7,42.1,2938,,91.2,42.3,59.2,68.4,66.1,5.9,,,27.5,,,4.9,,3.8,28,15.6,3.9,28.7,20.5,15.2,24.4,18.9,70.6,72.1,,71.8,29.3
17.6868159,83.2184815,Visakhapatnam,Andra Pradesh,4288113,768,772,107,Both,1047,1097,84.5,98.5,84.3,55.2,56.1,90.4,64,82.8,39.7,29.8,,9.5,78.6,96.2,56.3,44.8,2143,,85.5,46.5,66,76,76.5,8.8,,,58.8,,,6.1,,10.2,30.1,17.2,1.5,33.1,18.9,12.1,28.8,29,64.5,66.6,,66.4,28.2
18.1066576,83.3955506,Vizianagaram,Andra Pradesh,2342868,799,850,98,Rural,1066,864,88,98.1,89.5,31.9,48.1,69.1,54.3,73.4,32.9,29,,17.8,79.8,93.7,55,42.5,2015,,90.7,50.7,49.3,60.3,56.7,7.2,,,40.2,62.3,,7.2,,10.5,36.8,18.8,4.7,34.4,25.8,19.4,22.4,32.1,78.7,75.7,,75.5,44.3
16.9174181,81.3399414,West Godavari,Andra Pradesh,3934782,787,736,100,Rural,1020,834,87.3,98.7,74.3,61.2,62.3,85.1,68.1,65.9,35.8,30.2,,7.9,84.5,89.9,44.8,31.3,3118,,97.2,27.3,77.7,77.7,68.6,6.6,,,34.2,,,3.6,,2.4,28.5,14.7,3.2,30.1,14.5,15.3,40,41.3,55.1,60.3,,59.9,19.2
14.4673154,78.8242089,Y.S.R.,Andra Pradesh,2884524,778,782,103,Both,1034,675,74.5,99.7,55.8,68.7,72.1,73.2,63.6,77,41.7,27.9,,10.4,90.4,97.8,57.2,51.5,3001,,93.7,25.5,65.3,70.5,77.4,6.4,,,39.3,76.8,,5.2,,6.7,36.3,17.9,5.8,34.4,18.7,11.3,27,40.8,55.8,57.6,59.4,57.7,18.6
27.9039651,96.1739116,Anjaw,Arunachal Pradesh,21089,884,787,127,Rural,910,1139,74.5,90.4,87.2,45.3,24.7,98.6,63.7,84.7,26.1,26.4,15,13.1,28.8,73.5,4.5,2,3876,2.6,51.4,45.8,35.8,51.5,40.2,10.6,93.4,24.5,53.9,,,16.7,,23.9,21,18.3,10.1,10.4,4.2,3,18.9,25.3,53.7,28.2,25.2,28,8.6
27.1305856,95.7342373,Changlang,Arunachal Pradesh,147951,878,945,137,Rural,965,990,86.2,78.3,70,56.4,26.5,99.6,63.9,89.2,22.4,19.2,,8.8,48.2,83.8,11.1,7.2,3386,0.8,51.5,41.4,79.5,79.5,73.2,3.3,,,68.6,73.1,,7.6,,7.3,23.5,16,6.3,20.1,9.3,10.4,13.4,11.4,63.5,54.9,41.9,54.2,20
28.8128767,96.1526985,Dibang Valley,Arunachal Pradesh,7948,879,742,102,Rural,956,1296,52,89.9,99.3,77.8,24.7,99,69.2,76.6,31.2,23.7,,7,44.7,58.7,24,7.3,10164,0.5,51.9,43.8,40.8,55.9,54.5,0.6,,,66.1,,,10.3,,9.6,38.8,7.8,4.6,14.9,7.4,5.8,25.8,17.5,31.9,23.1,19.6,22.9,4
27.4231261,93.0175712,East Kameng,Arunachal Pradesh,78413,825,783,96,Rural,999,1007,35.8,50.5,78.6,38.3,36.8,99.7,49.7,81.2,23.3,34.6,,16.6,4.1,33.4,1.8,0,6387,0,33.8,28.4,11.9,27.6,14.8,7.3,71,41.8,54.3,21.7,48.9,10.3,4.1,9.1,42,15.1,6.8,20.5,6.9,5.9,16.9,17.3,42.5,26.9,23.5,26.7,14.4
28.1097051,95.1432068,East Siang,Arunachal Pradesh,99019,860,843,114,Rural,954,942,72.6,96.8,98.3,72.8,44.9,99.5,81.5,92.2,49.5,13,,5.7,38.4,76.3,6.8,4.6,6508,2.4,68.6,66.2,45.5,58.4,51.4,12.1,,,41,,,5.2,,11,21,18.1,13.1,16.9,4.8,5.5,22.5,38.2,47.4,34,17.7,32.8,15.6
27.7995361,93.5538411,Kurung Kumey,Arunachal Pradesh,89717,909,902,112,Rural,1002,1124,32.1,91.2,92.4,46.7,39.2,99.2,44.5,71.1,16.4,37.8,,9.2,17.9,38.6,2.6,0.4,5892,0,29.6,25.1,17.4,31,14.3,4.9,,,53.8,68.9,,7.7,,7.2,38.9,23.2,13.8,26.1,3.3,3.1,12.4,25.7,44.5,27.8,23.9,27.5,9.9
27.9039651,96.1739116,Lohit,Arunachal Pradesh,145538,893,1021,148,Rural,973,836,79.2,78.4,92.6,60.5,23.9,99.8,62.5,73,21.5,31.9,,14.5,62.9,81.9,14.1,7.6,4864,0.9,47,40.6,56.5,72.3,65.7,3.2,,,80.2,65.5,,11.5,,10.8,27,21.4,9.1,23.9,17.3,16.6,15.8,17.8,56.8,54.8,59.7,55,33.7
28.1428728,95.8431018,Lower Dibang Valley,Arunachal Pradesh,7948,874,891,126,Rural,955,801,67.6,72.5,95.9,68.6,41.7,99,64.6,80.7,27.8,28.1,,6.9,27.7,64.7,10.9,2,5052,0,59,53.7,37.3,62.6,30.1,4.4,,,45.7,74.1,,12.5,,15,22.3,21.7,12.4,15.4,9.2,4.6,16.5,17.7,59.1,39,32.9,38.7,16.7
27.6169349,93.8391557,Lower Subansiri,Arunachal Pradesh,82839,845,734,94,Rural,1010,976,55.2,98.5,97.6,73,64.5,99.6,65.2,88.5,35.5,13.7,,8.9,33.6,44,9.6,3,6049,0,60.5,58.9,40.1,59.9,37.1,4.9,,,55.7,,,20.3,,20.4,35.1,23.9,13.4,21.8,5.4,4.2,18.7,24.2,45.5,38.2,,38.2,22.2
27.1719019,93.7029002,Papumpare,Arunachal Pradesh,176385,1649,1779,224,Both,978,793,75.7,98.9,91.5,68,84.3,99.1,75.6,92.1,47.8,23.3,15.9,12.5,33.4,74.1,11.8,2.3,12082,0,80.6,50.8,34.9,56.8,39.7,10.2,75.4,56,37.4,50.6,40.8,10.3,30,13.5,25.3,9.5,2.8,11.6,9.5,10.5,26.5,27.3,53.5,43.9,48.7,44,15.2
27.5780678,91.8757422,Tawang,Arunachal Pradesh,49950,800,689,78,Rural,1060,955,29.9,95.4,94.7,54.3,45.6,99.5,40,57.4,18.4,7.1,,2.2,29.5,39.4,8.6,2.6,6660,0,30.3,28.4,27.8,47.4,30.4,5.7,,,48.7,,,20.2,,20.5,20.5,19.4,6.1,8.1,3.3,5,28.6,29.2,42.4,24.1,37.1,24.9,15.9
26.9942703,95.5407299,Tirap,Arunachal Pradesh,111997,919,1046,155,Rural,885,912,63.7,97.9,68.3,54.9,21,99.2,71.2,88.3,21.4,13.5,,4.4,37.9,65.9,9.3,5.2,2911,2,34.5,32.6,45.3,60.3,53,3.6,,,73.9,,,6.6,,6.5,39.7,25.2,11.3,35,6.8,8.1,6.9,9.1,54.8,42.9,30.5,41.8,13.3
28.7588781,95.2266675,Upper Siang,Arunachal Pradesh,35289,858,749,94,Rural,898,1038,77.3,91.8,92.5,60,22.4,98.6,74.8,93.8,38.7,18.8,,2.3,41.6,72,8.5,6.1,4773,0,66.4,64.8,,,,7.5,,,48.5,,,,,4.4,24.6,29.4,15.9,21.5,8.2,2.4,19,41.1,44.1,26.4,2.9,24.5,13
27.786802,94.3359635,Upper Subansiri,Arunachal Pradesh,83205,900,916,123,Rural,987,909,44.1,88.3,86.2,59.9,38.5,99.3,56.3,73.3,27.6,31.1,,10.7,22.1,60,1.7,0,9754,0,44.7,41.5,21.9,38.6,20.5,11.3,75.2,45,61,,,27.6,,32,28.3,12.3,5.1,12.2,10.5,9.3,15.5,16.1,49.8,39.8,35,39.6,19.3
27.3427633,92.302446,West Kameng,Arunachal Pradesh,87013,795,704,91,Rural,946,1027,62.4,98.1,94.8,58.8,56.1,99.2,61.8,87.6,25.4,25.9,,18.8,58.7,53.2,6.8,4.2,5932,0,57,45.3,25,44.4,33.9,7.5,,,67.9,48.7,,20.3,,26.1,27.3,7.2,4.4,11.6,7.2,7.5,33.2,20.3,38.7,24.5,,24.5,4.4
28.147254,94.7484518,West Siang,Arunachal Pradesh,112272,849,763,109,Rural,875,867,55.2,94.4,90.6,76,48.7,98.7,75.7,89.2,43.3,21.2,,8.2,34.2,51.3,1.3,1.3,4400,1,50.2,48.3,34.4,45.5,39.2,4.5,,,66,,,17.3,,17.9,34.7,19.2,6.1,21.3,5.3,2.6,21.3,20.3,32.6,36,13.7,35.2,12.2
26.6829148,91.1761004,Baksa,Assam,953773,891,1044,125,Rural,1046,968,97.3,81.8,82.4,54.3,16.6,99.2,72.6,82.5,28.1,29.3,,11.1,60.6,92.6,39.7,21.4,2988,7.7,87.8,77.5,59.1,64.8,60.2,2.7,,,74.3,62.9,,12.8,,12.6,32.4,10.5,2.7,22.4,17.8,16.5,15.2,7.2,39,53.6,46.8,53.4,34.8
26.3304209,91.0040547,Barpeta,Assam,1693190,919,1092,133,Rural,982,906,96.9,72.3,97.8,34.9,22.6,99.5,67.4,83.9,23.9,46.9,,16.2,64.3,86.8,18.6,10.2,1998,0.6,51.9,49,34.1,45.6,40.8,1.8,,,68,56.7,,10,,9.7,41.7,16.6,5.8,33.1,26.5,29.8,12,14.3,30.2,35.2,,35.5,18.7
26.5030072,90.5535724,Bongaigaon,Assam,732639,904,1005,145,Rural,951,895,94.3,88.4,74,45.9,27.2,99.9,71.4,86.7,23.6,42.6,,22.3,54.6,87.9,35.5,12.5,2730,0,67,56.8,42.4,45.5,42.1,1.4,,,70,68.3,,14.4,,13.7,39.1,23.6,12.7,32.9,19.2,10.7,13.4,18.7,34.5,48.5,39.9,48,23.4
24.7821253,92.8577105,Cachar,Assam,1736319,903,1044,162,Rural,992,942,93.5,67.5,61.6,37.3,28.8,99.9,74.9,87.7,28.2,18.5,,10.1,37.6,89.1,18.9,12.3,4090,1.5,71.3,56.8,45.4,57.7,60.5,6.7,,,31.5,28.6,,2.3,,2.1,36.3,30.6,11.3,36.3,31.5,22.9,7.7,9.3,30.9,50.4,66.1,51,28.5
26.5386619,90.6939122,Chirang,Assam,481818,905,996,125,Rural,965,1106,94.7,72,70.8,32.6,18.3,98.4,63.3,78.1,20.2,34,,18.9,61.9,86.3,34.3,10.9,2356,1.4,59.4,50.1,40.4,49.3,46.7,0.8,,,77.4,71.5,,4.4,,4.1,40.1,13,4.4,24.7,21.9,16.9,15.6,14.7,35.6,50.9,34.7,50.3,28
26.4522876,92.027319,Darrang,Assam,908090,924,1087,144,Rural,977,1001,94,77,97,45.6,17.6,99.3,67.7,71.6,23,37.9,31.8,16.5,61.5,95.7,25.1,11.7,3026,1.8,66.1,64.8,40.6,49.5,51.3,0.7,,,69.1,59.9,,1.1,,1,43.5,19.2,5.3,37.9,27.3,25.8,9.6,5.6,45.4,45.7,33.9,45.1,33.8
27.4811106,94.5572847,Dhemaji,Assam,688077,932,1106,134,Rural,1014,887,96.8,63.5,91.7,41.4,11,99.2,73.9,87.2,36.1,36.7,26.2,13.4,58.6,94.5,34.9,22.5,3319,2.5,76.1,73.4,47,61.7,68.2,4.1,,,67.9,79.5,,10.8,,11.3,35.5,6.2,0.8,15.8,17.2,11.3,12.4,13.5,38.9,39.7,42.6,39.8,15.6
26.0206982,89.9743463,Dhubri,Assam,1948632,908,994,115,Rural,957,861,95.2,69.4,89.4,33,16.7,98.8,58.8,68,17.9,48.3,,25.6,36.3,71.4,13,5.5,3599,0.5,43.6,40.3,20.1,33.7,25.1,2.7,,,61.6,60,,8.2,,9.8,47.4,22.2,9.5,39,30.8,13.1,9.4,16.2,42.6,52.6,50.4,52.5,26.4
27.4728327,94.9119621,Dibrugarh,Assam,1327748,899,1093,160,Rural,1035,931,86.4,75.4,98.8,56.6,28.1,99.8,72.6,81.8,25.8,26.7,22.6,10.6,71.3,92.8,55.2,39.3,3792,6.7,88.5,62.2,71.1,78.3,71.5,1.3,,,66.9,69.9,,14.8,,16.4,33.3,22.4,8.2,33,29.3,26,14.9,15.1,52.6,53.7,56,53.7,36.4
25.3478004,93.0175712,Dima Hasao,Assam,213529,916,984,151,Rural,969,953,84.2,79.2,47.7,59,24.3,100,71.8,85.5,28.4,20.8,25.3,9.1,44.8,85.9,34.8,17.5,3246,2.1,57.1,53.2,59.8,69.2,61.1,2.6,,,60.9,75.4,,5.9,,6.6,34.7,6.3,1.3,18.2,16.2,8.7,14.5,11.3,28.9,39.4,48.1,39.8,11.5
26.1641342,90.6251541,Goalpara,Assam,1008959,908,1043,160,Rural,986,851,95,71.3,87.1,46.2,21.3,99.6,70.7,72,22.6,40.9,41,27.2,57.5,83.4,31.6,16.4,2984,2.3,71.2,66,43.7,53.1,51.2,2.7,,,80.5,59.6,,12.3,,12.7,42.7,22.1,8.9,39.5,24.2,15.3,11.6,13.4,36,49,65.8,49.7,29
26.5238515,93.962337,Golaghat,Assam,1058674,928,1089,142,Rural,1016,1017,95.8,86.8,94.3,59.6,15.7,100,75.8,83.6,28.4,27.2,23,13.2,52.9,94.2,44.6,30.5,2050,2.7,88.4,75.4,67.9,73.6,77.4,1,,,80.4,68.9,,10.9,,10.4,32.6,13.9,6.5,20.2,26.8,22.5,12.8,13.6,33.3,46,22.4,45.5,33.5
24.6811018,92.5638055,Hailakandi,Assam,659260,911,1073,159,Rural,962,963,97.7,55.4,51.2,36,13.8,99.8,73.5,87.2,20.9,22,,11.2,49.6,96.6,24.3,9.7,2626,2.2,56.5,51.9,39.2,49.8,45.4,0.7,,,31.3,45.1,,6.5,,6.3,38.1,19.1,6.3,32.5,33.2,18.6,7.4,6.9,29,47.1,49.6,47.2,27.2
26.7465203,94.2025859,Jorhat,Assam,1091295,920,1112,152,Rural,980,752,98.5,87.1,88.1,64.5,34.4,99.8,82,92.3,37.6,21.9,18.5,12.5,82,95.2,63.3,48,3232,,95.9,80.3,64.8,70.1,69.3,1.7,,,67.3,71.6,,4.6,,4.6,25.5,14.8,5.4,18.1,29.8,18.3,10.6,10.4,38,42.9,34.7,42.6,20.6
26.0794316,91.637215,Kamrup Metropolitan,Assam,1260419,867,881,97,Urban,964,751,97.6,95,80.1,61.2,79,99.9,84.3,93.5,48.2,22.2,,7.6,65.3,86.3,46.1,28.1,3978,,93.3,57,72.8,78.4,64.1,6.8,,,58.8,,,10.5,,11,24.6,11,2.4,23.2,17.3,14.2,26.3,26.5,34.5,53.9,,53.8,23.7
26.3160819,91.5983959,Kamrup,Assam,1517202,902,1085,130,Rural,1002,966,94.4,88.8,93.9,52.6,37.3,98.9,76.7,88.6,31.8,32.4,,9.5,49,80.1,23.5,11.5,4061,4.1,83.8,76.9,35.7,46.4,41.8,4.5,,,60.7,80.6,,6.4,,8.9,33.3,18.8,5.3,29.6,18.9,10.3,14.6,12.3,33.7,51.6,37.1,51.1,34.5
25.8456764,93.4377584,Karbi Anglong,Assam,965280,907,1014,152,Rural,982,872,84.9,81.7,52.4,41.5,14.4,99.8,61.9,75.4,15.2,29.9,,16.2,47.4,87.2,25.1,11.6,2814,0.6,50.2,45.5,23.6,38.4,28.2,0.8,,,79.7,63,,11.8,,11.4,28.1,18.7,11,23.7,17.3,12.2,13.8,11.2,24.6,39.7,31,39.1,16.3
24.8649128,92.3591531,Karimganj,Assam,1217002,911,1141,146,Rural,986,952,98.1,71.3,62.8,39.5,22.5,99.6,78.6,90.9,19.4,29.5,,7.6,47.3,96.9,18.2,5.2,2777,2.2,48,41.8,53.9,65.7,60.7,3.6,,,29.8,36.7,,7.4,,6.8,42.3,17.6,6.1,35.6,30.3,23.8,10.5,11.8,24.6,41.3,57.5,42.2,18.1
26.4014362,90.266699,Kokrajhar,Assam,886999,885,980,125,Rural,1009,863,95.7,74.1,76.5,39.2,18.3,99.6,64.5,76.1,21.6,41,,12.4,46.7,86.9,26.7,16.8,3593,4.3,66.7,61.4,42.1,48.9,47.9,0.9,,,74.8,63,,12.4,,11.5,30.6,15.7,6.1,27.1,21.7,18.1,11.9,13.9,40.4,51.3,42.2,51,23.1
27.2063587,94.1513764,Lakhimpur,Assam,1040644,897,1065,137,Rural,1044,1010,92.9,77.6,73.4,49.6,18.9,99.9,79,85.1,40.4,27,,13.1,68.8,94.5,43.9,27.1,3816,2.5,82.7,77.7,54,57.9,58.5,1,,,75.6,63,,13.1,,12,29.3,11.2,4.4,24.2,21,8,15.5,22.8,31.8,38.9,40.7,39,26.2
26.2528853,92.336955,Morigaon,Assam,957853,919,1073,143,Rural,1016,1081,93.7,77.7,98,40.1,18,99.3,73,79.3,22.6,49,,20.6,48.9,94.2,37.9,22.6,2493,1,72.2,64.8,44.4,49.1,47.5,6.5,44,37.5,66.2,69.4,,6.2,,6.8,38.4,10.3,0.9,25.8,28.1,28.1,11,7.5,38.2,41,47.8,41.4,19.9
26.3463713,92.6840426,Nagaon,Assam,2826006,886,1006,139,Rural,1005,990,95,83.4,92.7,45.5,19,99.8,73.3,80.2,18.8,42.5,,16.3,55.1,94,31.2,18.3,3336,0,67.4,56.6,43.1,52.7,41.1,3,,,72.2,72.7,,9.9,,9.6,38.4,13.3,4.4,31.3,28.5,27.5,17.1,7,35.4,38.6,28.9,38.1,16.5
26.4446185,91.4410527,Nalbari,Assam,769919,910,1103,163,Rural,964,891,95.3,84,98.4,51.2,35.5,99.7,79.3,85.5,33.3,26.4,12.6,8.2,62.3,94.6,33.8,17.1,4229,0,82.8,69.1,48.8,55.5,59,1.3,,,71.9,81.7,,2.5,,2.4,26.8,15.3,6.2,20,20.5,19.9,17.7,10.2,45.3,44.5,36.8,44.1,25.8
26.9826098,94.6424521,Sivasagar,Assam,1150253,926,1054,162,Rural,994,1002,92.7,78.7,96.2,55.5,26.4,99.9,77.1,81.9,35.1,29.6,13,7.3,66.9,95.3,42.6,30.7,3262,14.7,87.1,66.1,73,78.7,78.3,4.7,,,62.7,60.3,,14,,13.8,35.5,8.3,1.5,22.2,31,32.4,13.9,15.4,33.5,35.1,39.2,35.2,15.3
26.6738851,92.8577105,Sonitpur,Assam,1925975,916,1073,136,Rural,1005,958,97.8,79.6,71.2,61,22.7,99.7,68.3,87.7,24.3,25.8,,7,54.6,97.1,39.7,18.1,2850,3.3,88.4,67.1,45.3,51.1,53.3,2.4,,,67.1,53.7,,9.3,,8.8,28.7,21.5,10.9,26.9,20.8,19.2,12.9,13.4,27,48.3,50.9,48.4,29.9
27.4921909,95.346775,Tinsukia,Assam,1316948,925,1127,171,Rural,989,883,80.3,76.3,96,50.8,26.9,99.9,59.1,77.7,19.3,25.6,29.1,8,64.1,90.6,39.8,23.1,2787,7.1,76.6,56.9,64,73.5,64,5.5,,,65.4,86.2,,8.4,,8,36,14.8,2.2,32.7,35.8,35.6,12.6,16,42.6,49.3,59.1,49.6,26.8
26.7460177,92.0959429,Udalguri,Assam,832769,923,1083,152,Rural,981,898,95.4,84.8,81.2,53.8,14.1,99.7,66.6,83.6,21.2,30.4,17.5,10.8,45.2,94.4,29.9,13.3,3333,0,72.2,65.2,52.8,59.1,58,0.6,,,80.5,70.3,,3.1,,3,39.1,18.3,8.1,31.8,20,12.5,10.1,11.6,39.7,54.9,50.2,54.8,32.2
26.1311375,87.445534,Araria,Bihar,2806200,942,1133,117,Rural,1110,969,50.5,48.6,99.6,12.5,5.2,95.3,38.8,64.9,12.9,44.5,,11.2,36.9,88.7,7.9,1.8,2318,3,51.6,44,53.9,66.2,61.9,14.4,47.2,48.7,29.6,51.2,30.9,11.9,,10.7,48.4,22.8,7.2,45.4,38.3,39,6.2,6.2,61.8,66.3,58.4,65.6,56
25.2440189,84.6662199,Arwal,Bihar,699563,946,1275,153,Rural,1145,932,88.8,47.1,99.1,21.3,10.2,92.7,54.6,84.8,30.6,38.9,,9.7,44.3,95.3,6,2.3,1226,0,69.9,57.4,74.1,81.6,78.5,9.2,40.6,37.8,39.3,43.2,44.2,3.2,9.8,4.1,50.2,30.7,16.4,54,30.8,28.2,7.8,6.8,66.8,57.3,57.8,57.4,33.1
24.7033198,84.3542049,Aurangabad,Bihar,2511243,946,1194,118,Rural,1084,905,57.2,59.7,98.8,27.1,16.6,93.7,59.3,91,32.1,31.4,36.3,7.2,42.2,98.3,7.6,4.3,1907,0.9,71.5,52,77.6,87.7,75.8,6,15.8,42.5,42.8,51.9,48.3,9.2,,9.1,48.3,24.8,7.2,47.6,30.9,32.1,12.2,21,53.4,54.2,55,54.3,16.5
24.8874179,86.919838,Banka,Bihar,2029339,946,1174,170,Rural,1006,766,80.8,47.2,92.9,14.3,9.3,89.7,42.7,79.8,17.4,45.5,,10.6,40.9,95.9,17,6,1123,0,70.7,54.7,64.9,76.1,64.5,7.3,58.7,64,35,54.3,23.1,5.8,,5.7,49.6,26,9.3,48.5,32,25.8,6.2,13.4,70.4,67,67.4,67,43.1
25.4181638,86.1271542,Begusarai,Bihar,2954367,951,1203,164,Rural,1044,955,68,63.6,99.1,34.2,16.5,98.3,50.7,75.2,21.4,53.2,,15.4,33,87.8,5.9,1.1,1210,4.5,75.3,65.1,77.1,82.2,76.8,7,65,71.2,29.8,27.3,27.9,4.2,,4.8,44.9,18.4,5.8,39.1,31,25.1,9.9,12.5,62.7,60.1,51,59.3,31.6
